问题,回答,所属分类
Python 中 yield 的用法？,"yield 就是保存当前程序执行状态。你用 for 循环的时候，每次取一个元素的时候就会计算一次。用yield 的函数叫 generator，和 iterator 一样，它的好处是不用一次计算所有元素，而是用一次算一次，可以节省很多空间。generator每次计算需要上一次计算结果，所以用 yield，否则一 return，上次计算结果就没了。
补充
在 Python 中，定义生成器必须要使用 yield 这个关键词，yield 翻译成中文有「生产」这方面的意思。在 Python 中，它作为一个关键词，是生成器的标志。接下来我们来看一个例子：
上面是写了一个很简单的 f 函数，代码块是 3 个 yield 发起的语句，下面让我们来看看如何使用它：
上述操作可以看出，我们调用函数得到了一个生成器（generator）对象。
在上面我们看到了 iter() 和 next()，虽然我们在函数体内没有显示的写 iter() 和 next()，仅仅是写了 yield，但它就已经是「迭代器」了。既然如此，那我们就可以进行如下操作：
从上面的简单操作可以看出：含有 yield 关键词的函数 f() 是一个生成器对象，这个生成器对象也是迭代器。所以就有了这样的定义：把含有 yield 语句的函数称为生成器，生成器是一种用普通函数语法定义的迭代器。
通过上面的例子可以看出，这个生成器（即迭代器）在定义的过程中并没有昨天讲的迭代器那样写 iter()，而是只用了 yield 语句，之后一个普普通通的函数就神奇的成了生成器，同样也具备了迭代器的特性。
yield 语句的作用，就是在调用的时候返回相应的值。下面我来逐行的解释一下上面例子的运行过程：
1.fa = f()：fa 引用生成器对象。
2.fa.next()：生成器开始执行，遇到了第一个 yield，然后返回后面的 0，并且挂起（即暂停执行）。
3.fa.next()：从上次暂停的位置开始，继续向下执行，遇到第二个 yield，返回后面的值 1，再挂起。
4.fa.next()：重复上面的操作。
5.fa.next()：从上次暂停的位置开始，继续向下执行，但是后面已经没有 yield 了，所以 next() 发生异常。
Python进阶

ㅤ普通",
谈下 python 的 GIL,"GIL 是python的全局解释器锁，同一进程中假如有多个线程运行，一个线程在运行python程序的时候会霸占python解释器（加了一把锁即GIL），使该进程内的其他线程无法运行，等该线程运行完后其他线程才能运行。如果线程运行过程中遇到耗时操作，则解释器锁解开，使其他线程运行。所以在多线程中，线程的运行仍是有先后顺序的，并不是同时进行。
多进程中因为每个进程都能被系统分配资源，相当于每个进程有了一个python解释器，所以多进程可以实现多个进程的同时运行，缺点是进程系统资源开销大
Python进阶

ㅤ普通",
Python 中的可变对象和不可变对象？,"不可变对象，该对象所指向的内存中的值不能被改变。当改变某个变量时候，由于其所指的值不能被改变，相当于把原来的值复制一份后再改变，这会开辟一个新的地址，变量再指向这个新的地址。
可变对象，该对象所指向的内存中的值可以被改变。变量（准确的说是引用）改变后，实际上是其所指的值直接发生改变，并没有发生复制行为，也没有开辟新的出地址，通俗点说就是原地改变。
Python 中，数值类型（int 和 float）、字符串 str、元组 tuple 都是不可变类型。而列表 list、字典 dict、集合 set 是可变类型。
Python进阶

ㅤ普通",
一句话解释什么样的语言能够用装饰器？,"函数可以作为参数传递的语言，可以使用装饰器
Python进阶

ㅤ普通",
Python 中 is 和==的区别？,"is 判断的是 a 对象是否就是 b 对象，是通过 id 来判断的。
==判断的是 a 对象的值是否和 b 对象的值相等，是通过 value 来判断的。
Python进阶

ㅤ普通",
谈谈你对面向对象的理解？,"面向对象是相对于面向过程而言的。
面向过程语言是一种基于功能分析的、以算法为中心的程序设计方法
面向对象是一种基于结构分析的、以数据为中心的程序设计思想。在面向对象语言中有一个有很重要东西，叫做类。面向对象有三大特性：封装、继承、多态。
Python进阶

ㅤ普通",
Python 里 match 与 search 的区别？,"match()函数只检测 RE 是不是在 string 的开始位置匹配
search()会扫描整个 string 查找匹配
也就是说 match()只有在 0 位置匹配成功的话才有返回，如果不是开始位置匹配成功的话，match()就返回 none。
Python进阶

ㅤ普通",
用 Python 匹配 HTML g tag 的时候，<.*> 和 <.*?> 有什么区别？,"<.*>是贪婪匹配，会从第一个“<”开始匹配，直到最后一个“>”中间所有的字符都会匹配到，中间可能会包含“<>”。
<.*?>是非贪婪匹配，从第一个“<”开始往后，遇到第一个“>”结束匹配，这中间的字符串都会匹配到，但是
不会有“<>”。
Python进阶

ㅤ普通",
Python 中的进程与线程的使用场景？,"多进程适合在 CPU 密集型操作(cpu 操作指令比较多，如位数多的浮点运算)。
多线程适合在 IO 密集型操作(读写数据操作较多的，比如爬虫)。
Python进阶

ㅤ普通",
解释一下并行（parallel）和并发（concurrency）的区别？,"并行（parallel）是指同一时刻，两个或两个以上时间同时发生。
并发（parallel）是指同一时间间隔（同一段时间），两个或两个以上时间同时发生。
Python进阶

ㅤ普通",
如果一个程序需要进行大量的 IO 操作，应当使用并行还是并发？,"并发
Python进阶

ㅤ普通",
如果程序需要进行大量的逻辑运算操作，应当使用并行还是并发？,"并行
Python进阶

ㅤ普通",
在 Python 中可以实现并发的库有哪些？,"线程
进程
协程
threading
Python进阶

ㅤ普通",
Python 如何处理上传文件？,"Python 中使用 GET 方法实现上传文件，下面就是用 Get 上传文件的例子，client 用来发 Get 请求，server 用来收请求。
请求端代码
服务端代码
Python进阶

ㅤ普通",
请列举你使用过的 Python 代码检测工具？,"移动应用自动化测试 Appium
OpenStack 集成测试 Tempest
自动化测试框架 STAF
自动化测试平台 TestMaker
JavaScript 内存泄露检测工具 Leak Finder
Python 的 Web 应用验收测试 Splinter
即插即用设备调试工具 UPnP-Inspector
Python进阶

ㅤ普通",
python 程序中文输出问题怎么解决？,"方法一
用encode和decode，如：
方法二
在文件开头加上
Python进阶

ㅤ普通",
Python 如何 copy 一个文件？,"shutil 模块有一个 copyfile 函数可以实现文件拷贝
Python进阶

ㅤ普通",
如何用Python删除一个文件？,"使用 os.remove(filename) 或者 os.unlink(filename)
Python进阶

ㅤ普通",
如何用 Python 来发送邮件？,"python实现发送和接收邮件功能主要用到poplib和smtplib模块。
poplib用于接收邮件，而smtplib负责发送邮件。
Python进阶

ㅤ普通",
当退出 Python 时，是否释放全部内存？,"不是。
循环引用其它对象或引用自全局命名空间的对象的模块，在Python退出时并非完全释放。另外，也不会释放C库保留的内存部分。
Python进阶

ㅤ普通",
什么是猴子补丁？,"在运行期间动态修改一个类或模块。
运行结果为：
Python进阶

ㅤ普通",
